"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL152955";"";"None";"624.83";"1";"1.92";"18 3-f";"CN1CCN(CCCNC(=O)CCCC2=C(CCCC(=O)NCCCN3CCN(C)CC3)C(=O)c3c(O)cccc3C2=O)CC1";"IC50";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"7.94";"0.15";"3.04";"3.95";"0";"CHEMBL812446";"Inhibitory activity against Trypanosoma cruzi trypanothione disulfide reductase, assay in presence of 57 uM T(S)2.";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134791";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"11.0"
"CHEMBL152235";"";"None";"611.74";"1";"4.72";"19 3-c";"CC1=C(CCCC(=O)NCCCNCCCNC(=O)CCCC2=C(C)C(=O)c3ccccc3C2=O)C(=O)c2ccccc2C1=O";"IC50";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"8.11";"0.15";"0.24";"3.58";"0";"CHEMBL812446";"Inhibitory activity against Trypanosoma cruzi trypanothione disulfide reductase, assay in presence of 57 uM T(S)2.";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134791";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"11.0"
"CHEMBL348457";"";"None";"681.87";"2";"6.67";"19 5-a";"CC1=C(CCCCCC(=O)NCCCCNCCCNC(=O)CCCCCC2=C(C)C(=O)c3ccccc3C2=O)C(=O)c2ccccc2C1=O";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"8.46";"0.16";"-0.90";"4.17";"0";"CHEMBL812446";"Inhibitory activity against Trypanosoma cruzi trypanothione disulfide reductase, assay in presence of 57 uM T(S)2.";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134791";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"1.7"
"CHEMBL40008";"";"None";"314.45";"0";"3.73";"12";"CN(C)CCCN1c2ccccc2Sc2ccc(CO)cc21";"IC50";"'='";"1187000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL811879";"Inhibitory activity against recombinant Trypanosoma cruzi (Trypanosoma cruzi) Trypanothione reductase";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1131108";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"1187.0"
"CHEMBL3104706";"";"None";"370.42";"1";"6.14";"22";"[N-]=[N+]=NCc1ccc(/C=C2\CC/C(=C\c3ccc(CN=[N+]=[N-])cc3)C2=O)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3107514";"Inhibition of Trypanosoma cruzi trypanothione reductase expressed in Escherichia coli BL21(DE3) assessed as reduction of oxidized trypanothione preincubated for 30 mins measured for 30 mins by spectrophotometric analysis";"B";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3102757";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"100.0"
"CHEMBL3104701";"";"None";"376.46";"1";"6.00";"14";"O=C1/C(=C/c2cccc3cnccc23)CCC/C1=C\c1cccc2cnccc12";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3107514";"Inhibition of Trypanosoma cruzi trypanothione reductase expressed in Escherichia coli BL21(DE3) assessed as reduction of oxidized trypanothione preincubated for 30 mins measured for 30 mins by spectrophotometric analysis";"B";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3102757";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"100.0"
"CHEMBL288636";"";"None";"303.81";"1";"5.27";"36";"CCCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21";"IC50";"'='";"95000.0";"nM";"4.02";"";"";"UO_0000065";"13.24";"0.27";"-1.25";"19.80";"0";"CHEMBL811879";"Inhibitory activity against recombinant Trypanosoma cruzi (Trypanosoma cruzi) Trypanothione reductase";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1131108";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"95.0"
"CHEMBL153574";"";"None";"712.84";"1";"4.16";"20 3-b";"CC1=C(CCCC(=O)NCCCN2CCN(CCCNC(=O)CCCC3=C(C)C(=O)c4cccc(O)c4C3=O)CC2)C(=O)c2c(O)cccc2C1=O";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"7.91";"0.15";"1.48";"3.25";"0";"CHEMBL812446";"Inhibitory activity against Trypanosoma cruzi trypanothione disulfide reductase, assay in presence of 57 uM T(S)2.";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134791";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"2.3"
"CHEMBL152285";"";"None";"510.64";"1";"1.96";"18 3-g";"CN1CCN(C(=O)CCCC2=C(CCCC(=O)N3CCN(C)CC3)C(=O)c3c(O)cccc3C2=O)CC1";"IC50";"'='";"17500.0";"nM";"4.76";"";"";"UO_0000065";"9.32";"0.18";"2.80";"4.69";"0";"CHEMBL812446";"Inhibitory activity against Trypanosoma cruzi trypanothione disulfide reductase, assay in presence of 57 uM T(S)2.";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134791";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"17.5"
"CHEMBL274993";"2,6-DIBENZYLIDENECYCLOHEXANONE";"None";"274.36";"0";"4.91";"3";"O=C1/C(=C/c2ccccc2)CCC/C1=C\c1ccccc1";"IC50";"'='";"45800.0";"nM";"4.34";"";"";"UO_0000065";"15.82";"0.28";"-0.57";"25.42";"0";"CHEMBL3107514";"Inhibition of Trypanosoma cruzi trypanothione reductase expressed in Escherichia coli BL21(DE3) assessed as reduction of oxidized trypanothione preincubated for 30 mins measured for 30 mins by spectrophotometric analysis";"B";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3102757";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"45.8"
"CHEMBL290624";"CHLORACYZINE";"2.0";"360.91";"1";"5.20";"32";"CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21";"IC50";"'='";"802000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL811879";"Inhibitory activity against recombinant Trypanosoma cruzi (Trypanosoma cruzi) Trypanothione reductase";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1131108";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"802.0"
"CHEMBL120665";"";"None";"171.11";"0";"-0.21";"5";"NNC(=O)c1ccc([N+](=O)[O-])o1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL879202";"Compound was tested for inhibition of trypanothione reductase from Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1136044";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"50.0"
"CHEMBL197131";"";"None";"353.87";"1";"5.67";"17";"O=C(Cc1ccccc1)Nc1cc(Cl)ccc1Sc1ccccc1";"IC50";"'='";"36800.0";"nM";"4.43";"";"";"UO_0000065";"12.53";"0.25";"-1.24";"15.24";"0";"CHEMBL864478";"Mixed inhibition of trypanothione reductase from Trypanosoma cruzi using TSST substrate";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1141222";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"36.8"
"CHEMBL370195";"";"None";"384.84";"1";"5.65";"19";"O=C(Nc1cc(Cl)ccc1Sc1ccccc1)c1ccc([N+](=O)[O-])cc1";"IC50";"'='";"44500.0";"nM";"4.35";"";"";"UO_0000065";"11.31";"0.23";"-1.30";"6.02";"0";"CHEMBL864478";"Mixed inhibition of trypanothione reductase from Trypanosoma cruzi using TSST substrate";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1141222";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"44.5"
"CHEMBL89303";"";"None";"491.04";"1";"6.52";"3d";"COc1ccc2nc3cc(Cl)ccc3c(NCCCCCCNC(=O)NCc3ccccc3)c2c1";"IC50";"'='";"11400.0";"nM";"4.94";"";"";"UO_0000065";"10.07";"0.19";"-1.58";"6.57";"0";"CHEMBL818118";"Inhibitory concentration against trypanothione reductase was determined";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1133983";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"11.4"
"CHEMBL564";"PROMAZINE";"4.0";"284.43";"0";"4.24";"1";"CN(C)CCCN1c2ccccc2Sc2ccccc21";"IC50";"'='";"108000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL811879";"Inhibitory activity against recombinant Trypanosoma cruzi (Trypanosoma cruzi) Trypanothione reductase";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1131108";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"108.0"
"CHEMBL152177";"";"None";"597.71";"1";"4.33";"19 2-a";"CC1=C(CCC(=O)NCCCCNCCCNC(=O)CCC2=C(C)C(=O)c3ccccc3C2=O)C(=O)c2ccccc2C1=O";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"9.32";"0.17";"1.24";"4.02";"0";"CHEMBL812446";"Inhibitory activity against Trypanosoma cruzi trypanothione disulfide reductase, assay in presence of 57 uM T(S)2.";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134791";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"2.7"
"CHEMBL152712";"";"None";"413.52";"0";"2.01";"17 3-f";"CC1=C(CCCC(=O)NCCCN2CCN(C)CC2)C(=O)c2c(O)cccc2C1=O";"IC50";"'='";"32000.0";"nM";"4.50";"";"";"UO_0000065";"10.87";"0.20";"2.48";"5.00";"0";"CHEMBL812446";"Inhibitory activity against Trypanosoma cruzi trypanothione disulfide reductase, assay in presence of 57 uM T(S)2.";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134791";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"32.0"
"CHEMBL612047";"";"None";"315.51";"1";"5.33";"26, ZINC00347760";"CN(C)CCCC1Sc2ccccc2Sc2ccccc21";"IC50";"'='";"36700.0";"nM";"4.43";"";"";"UO_0000065";"14.06";"0.29";"-0.89";"136.89";"0";"CHEMBL1011823";"Inhibition of Trypanosoma cruzi Trypanothione reductase";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1153395";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"36.7"
"CHEMBL590";"MENADIONE";"4.0";"172.18";"0";"2.01";"10";"CC1=CC(=O)c2ccccc2C1=O";"IC50";"'='";"55000.0";"nM";"4.26";"";"";"UO_0000065";"24.74";"0.45";"2.25";"12.48";"0";"CHEMBL818116";"Concentration required for inhibition of Trypanothione reductase (TcTR) from Trypanosoma cruzi in the presence of 50 uM TS2 as substrate";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1133437";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"55.0"
"CHEMBL153039";"";"None";"301.39";"0";"1.26";"3c";"CC1=C(NCCCNCCCN)C(=O)c2ccccc2C1=O";"IC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"16.33";"0.31";"3.66";"5.84";"0";"CHEMBL812446";"Inhibitory activity against Trypanosoma cruzi trypanothione disulfide reductase, assay in presence of 57 uM T(S)2.";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134791";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"12.0"
"CHEMBL345281";"";"None";"629.71";"1";"3.74";"20 2-a";"CC1=C(CCC(=O)NCCCCNCCCNC(=O)CCC2=C(C)C(=O)c3cccc(O)c3C2=O)C(=O)c2c(O)cccc2C1=O";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"8.79";"0.16";"1.80";"3.09";"0";"CHEMBL812446";"Inhibitory activity against Trypanosoma cruzi trypanothione disulfide reductase, assay in presence of 57 uM T(S)2.";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134791";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"2.9"
"CHEMBL17620";"";"None";"840.63";"2";"7.34";"14f";"CN1CCN(CCC(=O)Nc2cc(Br)ccc2Sc2cccc(NC(=O)CCCCCC(=O)OCC3=C(Br)C(=O)c4ccccc4C3=O)c2)CC1";"IC50";"'='";"41000.0";"nM";"4.39";"";"";"UO_0000065";"5.22";"0.12";"-2.95";"3.51";"0";"CHEMBL818119";"Inhibition of trypanothione reductase from Trypanosoma cruzi, in the presence 57 uM of trypanothione T(SH)2";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1131361";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"41.0"
"CHEMBL41418";"";"None";"283.35";"0";"4.04";"50";"CC(=O)c1ccc2c(c1)N(C(C)=O)c1ccccc1S2";"IC50";"'='";"2811000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL811879";"Inhibitory activity against recombinant Trypanosoma cruzi (Trypanosoma cruzi) Trypanothione reductase";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1131108";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"2811.0"
"CHEMBL106127";"";"None";"478.90";"1";"7.92";"6";"C[N+](C)(CCCN1c2ccccc2Sc2ccc(Cl)cc21)Cc1ccc(Cl)c(Cl)c1";"IC50";"'='";"780.0";"nM";"6.11";"";"";"UO_0000065";"12.75";"0.28";"-1.81";"188.52";"0";"CHEMBL811877";"Inhibitory activity against Trypanosoma cruzi trypanothione reductase";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1133619";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"0.78"
"CHEMBL153514";"";"None";"615.68";"1";"3.35";"20 2-c";"CC1=C(CCC(=O)NCCCNCCCNC(=O)CCC2=C(C)C(=O)c3cccc(O)c3C2=O)C(=O)c2c(O)cccc2C1=O";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"9.29";"0.17";"2.37";"3.20";"0";"CHEMBL812446";"Inhibitory activity against Trypanosoma cruzi trypanothione disulfide reductase, assay in presence of 57 uM T(S)2.";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134791";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"1.9"
"CHEMBL355938";"";"None";"708.90";"2";"5.53";"19 4-b";"CC1=C(CCCCC(=O)NCCCN2CCN(CCCNC(=O)CCCCC3=C(C)C(=O)c4ccccc4C3=O)CC2)C(=O)c2ccccc2C1=O";"IC50";"'='";"1120.0";"nM";"5.95";"";"";"UO_0000065";"8.39";"0.16";"0.42";"4.48";"0";"CHEMBL812446";"Inhibitory activity against Trypanosoma cruzi trypanothione disulfide reductase, assay in presence of 57 uM T(S)2.";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134791";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"1.12"
"CHEMBL371088";"";"None";"305.83";"1";"5.23";"16";"CCCC(=O)Nc1cc(Cl)ccc1Sc1ccccc1";"IC50";"'='";"30500.0";"nM";"4.52";"";"";"UO_0000065";"14.77";"0.31";"-0.71";"15.52";"0";"CHEMBL864478";"Mixed inhibition of trypanothione reductase from Trypanosoma cruzi using TSST substrate";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1141222";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"30.5"
"CHEMBL280230";"";"None";"702.72";"2";"6.75";"8d";"CN1CCN(CCC(=O)Nc2cc(Br)ccc2Sc2cccc(NC(=O)CCCC(=O)NCc3ccc4ccccc4c3)c2)CC1";"IC50";"'='";"25000.0";"nM";"4.60";"";"";"UO_0000065";"6.55";"0.14";"-2.15";"4.91";"0";"CHEMBL818119";"Inhibition of trypanothione reductase from Trypanosoma cruzi, in the presence 57 uM of trypanothione T(SH)2";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1131361";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"25.0"
"CHEMBL829";"METHYLPROMAZINE";"4.0";"298.45";"0";"4.49";"23";"CC(CN(C)C)CN1c2ccccc2Sc2ccccc21";"IC50";"'='";"249000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL811879";"Inhibitory activity against recombinant Trypanosoma cruzi (Trypanosoma cruzi) Trypanothione reductase";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1131108";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"249.0"
"CHEMBL358688";"";"None";"274.32";"0";"1.37";"4e";"CC1=C(NCCCCN)C(=O)c2c(O)cccc2C1=O";"IC50";"'>'";"57000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL812446";"Inhibitory activity against Trypanosoma cruzi trypanothione disulfide reductase, assay in presence of 57 uM T(S)2.";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134791";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"57.0"
"CHEMBL43023";"";"None";"750.13";"2";"5.65";"11";"CC(C)(C)OC(=O)NCCCCC(NC(=O)OC(C)(C)C)C(=O)NCC1CCC(CNCCCN2CCN(CCCNCC3CCCCC3)CC2)CC1";"IC50";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL818117";"Inhibitory activity against trypanothione reductase in Trypanosoma cruzi trypomastigotes; NA is not active";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1131734";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";""
"CHEMBL3104702";"";"None";"238.29";"0";"3.17";"15";"O=C1/C(=C/c2ccc[nH]2)CC/C1=C\c1ccc[nH]1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3107514";"Inhibition of Trypanosoma cruzi trypanothione reductase expressed in Escherichia coli BL21(DE3) assessed as reduction of oxidized trypanothione preincubated for 30 mins measured for 30 mins by spectrophotometric analysis";"B";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3102757";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"100.0"
"CHEMBL295316";"PLUMBAGIN";"1.0";"188.18";"0";"1.72";"plumbagin";"CC1=CC(=O)c2c(O)cccc2C1=O";"IC50";"'='";"28000.0";"nM";"4.55";"";"";"UO_0000065";"24.19";"0.44";"2.83";"8.37";"1";"CHEMBL812446";"Inhibitory activity against Trypanosoma cruzi trypanothione disulfide reductase, assay in presence of 57 uM T(S)2.";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134791";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"28.0"
"CHEMBL1652423";"";"None";"325.42";"0";"3.75";"15";"CCOc1ccc2c(C)nc(NC3=NC(C)(C)CC(C)=N3)nc2c1";"IC50";"'='";"28000.0";"nM";"4.55";"";"";"UO_0000065";"13.99";"0.26";"0.80";"6.34";"0";"CHEMBL1654421";"Inhibition of Trypanosoma cruzi X10/1 trypanothione reductase assessed as inhibition of thionitrobenzoate formation by microplate reader analysis";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1649477";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"None";"";"";"";"28.0"
"CHEMBL17312";"";"None";"710.78";"2";"6.62";"8e";"CN1CCN(CCC(=O)Nc2cc(Br)ccc2Sc2cccc(NC(=O)CCCC(=O)NCC34C[C@H]5C[C@@H](C3)C[C@@H](C4)C5)c2)CC1";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL818119";"Inhibition of trypanothione reductase from Trypanosoma cruzi, in the presence 57 uM of trypanothione T(SH)2";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1131361";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"60.0"
"CHEMBL1652419";"";"None";"310.40";"0";"2.87";"10";"O=C(Nc1cccnc1)NC1CCN(Cc2ccccc2)CC1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1654419";"Inhibition of Trypanosoma cruzi trypanothione reductase assessed as inhibition of thionitrobenzoate formation by microplate reader analysis";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1649477";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"None";"";"";"";"100.0"
"CHEMBL1652415";"";"None";"326.47";"0";"3.03";"1";"S=C(Nc1cccnc1)NC1CCN(Cc2ccccc2)CC1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"17.46";"0.34";"2.67";"14.18";"0";"CHEMBL1654421";"Inhibition of Trypanosoma cruzi X10/1 trypanothione reductase assessed as inhibition of thionitrobenzoate formation by microplate reader analysis";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL5131";"Trypanothione reductase";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1649477";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"None";"";"";"";"2.0"
