Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type;Standard Text Value;Value
CHEMBL109405;;;225.29;0.0;3.5;3h;C1=C(c2cc3ccccc3o2)C2CCN1CC2;IC50;'=';61300.0;nM;4.21;;;UO_0000065;;;;;0;CHEMBL961999;Antitrypanosomal activity against trypomastigotes of Trypanosoma cruzi Tulahuen C2C4 containing lacZ gene in rat L6 cells after 4 days by chlorophenol red-beta-D-galactopyranoside/Nonidet assay;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1137637;1;Scientific Literature;Antimicrob Agents Chemother;2007.0;CHEMBL3308469;;;;61.3
CHEMBL478340;;;236.32;0.0;3.3;3f;C1=C(c2cnc3ccccc3c2)C2CCN1CC2;IC50;'=';51100.0;nM;4.29;;;UO_0000065;;;;;0;CHEMBL961999;Antitrypanosomal activity against trypomastigotes of Trypanosoma cruzi Tulahuen C2C4 containing lacZ gene in rat L6 cells after 4 days by chlorophenol red-beta-D-galactopyranoside/Nonidet assay;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1137637;1;Scientific Literature;Antimicrob Agents Chemother;2007.0;CHEMBL3308469;;;;51.1
CHEMBL516895;;;235.33;0.0;3.91;3e;C1=C(c2ccc3ccccc3c2)C2CCN1CC2;IC50;'=';34100.0;nM;4.47;;;UO_0000065;;;;;0;CHEMBL961999;Antitrypanosomal activity against trypomastigotes of Trypanosoma cruzi Tulahuen C2C4 containing lacZ gene in rat L6 cells after 4 days by chlorophenol red-beta-D-galactopyranoside/Nonidet assay;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1137637;1;Scientific Literature;Antimicrob Agents Chemother;2007.0;CHEMBL3308469;;;;34.1
CHEMBL506873;;;251.37;0.0;3.72;2c;c1ccc2cc(CC3CN4CCC3CC4)ccc2c1;IC50;'=';25400.0;nM;4.59;;;UO_0000065;;;;;0;CHEMBL961999;Antitrypanosomal activity against trypomastigotes of Trypanosoma cruzi Tulahuen C2C4 containing lacZ gene in rat L6 cells after 4 days by chlorophenol red-beta-D-galactopyranoside/Nonidet assay;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1137637;1;Scientific Literature;Antimicrob Agents Chemother;2007.0;CHEMBL3308469;;;;25.4
CHEMBL1214455;PANDAROSIDE G;;764.91;3.0;2.57;3, Pandaroside G;CC[C@@H](C(=O)C[C@@H](C)C1=C(O)C(=O)[C@@H]2C3=CC[C@H]4C[C@@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C;IC50;'=';9700.0;nM;5.01;;;UO_0000065;;;;;0;CHEMBL1217447;Trypanocidal activity against trypomastigote form of Trypanosoma cruzi Tulahuen infected in rat L6 cells after 96 hrs;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1212832;1;Scientific Literature;J Nat Prod;2010.0;CHEMBL3308469;;;;9.7
CHEMBL1214462;METHYL ESTER PANDAROSIDE H;;780.95;3.0;2.74;10;CC[C@@H](C(=O)C[C@@H](C)C1=C(O)C(=O)[C@@H]2[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5O[C@H](C(=O)OC)[C@@H](O)[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C;IC50;'=';36100.0;nM;4.44;;;UO_0000065;;;;;0;CHEMBL1217447;Trypanocidal activity against trypomastigote form of Trypanosoma cruzi Tulahuen infected in rat L6 cells after 96 hrs;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1212832;1;Scientific Literature;J Nat Prod;2010.0;CHEMBL3308469;;;;36.1
CHEMBL1214512;PANDAROSIDE A;;796.95;3.0;2.01;13;CC[C@@H](C(=O)C[C@@H](C)C1=C(O)C(=O)[C@@H]2[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C;IC50;'=';52200.0;nM;4.28;;;UO_0000065;;;;;0;CHEMBL1217447;Trypanocidal activity against trypomastigote form of Trypanosoma cruzi Tulahuen infected in rat L6 cells after 96 hrs;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1212832;1;Scientific Literature;J Nat Prod;2010.0;CHEMBL3308469;;;;52.2
CHEMBL1214513;PANDAROSIDE B;;634.81;1.0;4.19;14;CC[C@@H](C(=O)C[C@@H](C)C1=C(O)C(=O)[C@@H]2[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C;IC50;;;;;;Not Determined;;;;;;0;CHEMBL1217447;Trypanocidal activity against trypomastigote form of Trypanosoma cruzi Tulahuen infected in rat L6 cells after 96 hrs;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1212832;1;Scientific Literature;J Nat Prod;2010.0;CHEMBL3308469;;;;
CHEMBL1214518;METHYL ESTER PANDAROSIDE D;;620.78;1.0;3.64;19;COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@H]4[C@H]5C(=O)C(O)=C([C@H](C)CC(=O)CC(C)C)[C@@]5(C)CC[C@@H]43)C2)[C@H](O)[C@@H](O)[C@@H]1O;IC50;'=';21600.0;nM;4.67;;;UO_0000065;;;;;0;CHEMBL1217447;Trypanocidal activity against trypomastigote form of Trypanosoma cruzi Tulahuen infected in rat L6 cells after 96 hrs;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1212832;1;Scientific Literature;J Nat Prod;2010.0;CHEMBL3308469;;;;21.6
CHEMBL64894;GENTIAN VIOLET;4.0;407.99;0.0;4.46;3, Gv, gentian violet;CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-];IC50;'=';536000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL950368;Antitrypanosomal activity against bloodstream trypomastigote of Trypanosoma cruzi Y assessed as number of motile forms after 24 hrs by hemocytometer;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1155043;1;Scientific Literature;J Med Chem;2008.0;;;;;536.0
CHEMBL2158234;;;415.2;0.0;2.99;6e;O=C(N/N=C/c1ccc2c(c1)OCO2)c1nc(-c2ccc(Br)cc2)no1;IC50;'=';13400.0;nM;4.87;;;UO_0000065;;;;;0;CHEMBL2160679;Antitrypanosomal activity against trypomastigotes of Trypanosoma cruzi Y infected in rhesus monkey LLC-MK2 cells assessed parasite viability after 24 hrs;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;LLC-MK2;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL2157907;1;Scientific Literature;Bioorg Med Chem;2012.0;CHEMBL3307684;;;;13.4
CHEMBL2158133;;;417.22;0.0;2.98;5e;COc1cc(/C=N/NC(=O)c2nc(-c3ccc(Br)cc3)no2)ccc1O;IC50;;;;;;Not Determined;;;;;;0;CHEMBL2160679;Antitrypanosomal activity against trypomastigotes of Trypanosoma cruzi Y infected in rhesus monkey LLC-MK2 cells assessed parasite viability after 24 hrs;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;LLC-MK2;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL2157907;1;Scientific Literature;Bioorg Med Chem;2012.0;CHEMBL3307684;;;;
CHEMBL2158131;;;356.31;0.0;2.35;5c;COc1cc(/C=N/NC(=O)c2nc(-c3ccc(F)cc3)no2)ccc1O;IC50;;;;;;Not Determined;;;;;;0;CHEMBL2160679;Antitrypanosomal activity against trypomastigotes of Trypanosoma cruzi Y infected in rhesus monkey LLC-MK2 cells assessed parasite viability after 24 hrs;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;LLC-MK2;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL2157907;1;Scientific Literature;Bioorg Med Chem;2012.0;CHEMBL3307684;;;;
CHEMBL117895;;;250.34;0.0;3.91;"4; LINS03004";CCCCCCCCOC(=O)c1ccc(O)cc1;IC50;'=';4500.0;nM;5.35;;;UO_0000065;;;;;0;CHEMBL3769072;Antiparasitic activity against trypomastigote stage of Trypanosoma cruzi Y assessed as parasite viability after 24 hrs by MTT assay;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL3763101;1;Scientific Literature;Bioorg Med Chem Lett;2016.0;;;;;4.5
CHEMBL3763997;;;249.35;0.0;3.48;"5; LINS03005";CCCCCCCCNC(=O)c1ccc(O)cc1;IC50;'=';26500.0;nM;4.58;;;UO_0000065;;;;;0;CHEMBL3769072;Antiparasitic activity against trypomastigote stage of Trypanosoma cruzi Y assessed as parasite viability after 24 hrs by MTT assay;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL3763101;1;Scientific Literature;Bioorg Med Chem Lett;2016.0;;;;;26.5
CHEMBL3763850;;;233.35;0.0;4.17;"6; LINS03006";CCCCCCCC/N=C/c1ccc(O)cc1;IC50;;;;;;Not Active;;;;;;0;CHEMBL3769072;Antiparasitic activity against trypomastigote stage of Trypanosoma cruzi Y assessed as parasite viability after 24 hrs by MTT assay;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL3763101;1;Scientific Literature;Bioorg Med Chem Lett;2016.0;;;;;
CHEMBL176758;;;304.35;0.0;3.89;7;CC1(c2ccccc2)CCC2=C(O1)c1ccccc1C(=O)C2=O;IC50;'=';122900.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL1799604;Antitrypanosomal activity against bloodstream trypomastigote form of Trypanosoma cruzi Y isolated from albino mouse blood after 24 hrs;F;BAO_0000218;organism-based format;Trypanosoma cruzi;CHEMBL3638178;Blood;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1795240;1;Scientific Literature;Eur J Med Chem;2011.0;;;;;122.9
CHEMBL3314965;;;288.35;0.0;4.31;31;Cc1ccccc1C(=O)Nc1cc(-c2ccccc2)ccn1;IC50;'=';66000.0;nM;4.18;;;UO_0000065;;;;;0;CHEMBL3371078;Antimicrobial activity against trypomastigote form of Trypanosoma cruzi Tulahuen C2C4 infected in rat L6 cells after 96 hrs by microscopic analysis;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL3352586;1;Scientific Literature;J Med Chem;2014.0;CHEMBL3308469;;;;66.0
CHEMBL1797571;;;252.27;0.0;2.53;12;O=C1C(=O)c2ccccc2C2=C1C[C@@H]1CC=C[C@@H]1O2;IC50;'=';62600.0;nM;4.2;;;UO_0000065;;;;;0;CHEMBL1799604;Antitrypanosomal activity against bloodstream trypomastigote form of Trypanosoma cruzi Y isolated from albino mouse blood after 24 hrs;F;BAO_0000218;organism-based format;Trypanosoma cruzi;CHEMBL3638178;Blood;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1795240;1;Scientific Literature;Eur J Med Chem;2011.0;;;;;62.6
CHEMBL2158090;;;328.42;1.0;5.49;12;CC1(C)CCc2c(c3ccccc3c3nc(-c4ccccc4)[nH]c23)O1;IC50;'=';37000.0;nM;4.43;;;UO_0000065;;;;;0;CHEMBL5246278;Antitrypanosomal activity against Trypanosoma cruzi trypomastigotes infected in Swiss albino mouse incubated for 24 hrs;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL5244257;1;Scientific Literature;Eur J Med Chem;2020.0;;TIME = 24.0 hr;;;37.0
CHEMBL4870319;;;300.16;0.0;3.9;31;Brc1ccc(-c2c[nH]c(-c3ccccn3)n2)cc1;IC50;'=';1200.0;nM;5.92;;;UO_0000065;;;;;0;CHEMBL5246280;Antitrypanosomal activity against Trypanosoma cruzi Tulahuen strain trypomastigotes infected in human MRC5 cells measured after 7 days;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;MRC5;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL5244257;1;Scientific Literature;Eur J Med Chem;2020.0;;TIME = 168.0 hr;;;1.2
CHEMBL27289;CROCONAZOLE;2.0;310.78;0.0;4.63;39;C=C(c1ccccc1OCc1cccc(Cl)c1)n1ccnc1;IC50;'=';16000.0;nM;4.8;;;UO_0000065;;;;;0;CHEMBL5246284;Antitrypanosomal activity against of Trypanosoma cruzi Y trypomastigotes measured after 48 hrs by giemsa staining based microscopic analysis;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL5244257;1;Scientific Literature;Eur J Med Chem;2020.0;;TIME = 48.0 hr;;;16.0
CHEMBL478347;;;256.35;0.0;1.39;4l;Cc1ccc(N)cc1C#CC1(O)CN2CCC1CC2;IC50;'>';117000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL961999;Antitrypanosomal activity against trypomastigotes of Trypanosoma cruzi Tulahuen C2C4 containing lacZ gene in rat L6 cells after 4 days by chlorophenol red-beta-D-galactopyranoside/Nonidet assay;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1137637;1;Scientific Literature;Antimicrob Agents Chemother;2007.0;CHEMBL3308469;;;;117.0
CHEMBL478350;;;243.31;0.0;0.47;4i;Nc1ccc(C#CC2(O)CN3CCC2CC3)cn1;IC50;'=';97000.0;nM;4.01;;;UO_0000065;;;;;0;CHEMBL961999;Antitrypanosomal activity against trypomastigotes of Trypanosoma cruzi Tulahuen C2C4 containing lacZ gene in rat L6 cells after 4 days by chlorophenol red-beta-D-galactopyranoside/Nonidet assay;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1137637;1;Scientific Literature;Antimicrob Agents Chemother;2007.0;CHEMBL3308469;;;;97.0
CHEMBL478349;;;266.34;0.0;1.98;4h;OC1(C#Cc2ccc3cc[nH]c3c2)CN2CCC1CC2;IC50;'=';26200.0;nM;4.58;;;UO_0000065;;;;;0;CHEMBL961999;Antitrypanosomal activity against trypomastigotes of Trypanosoma cruzi Tulahuen C2C4 containing lacZ gene in rat L6 cells after 4 days by chlorophenol red-beta-D-galactopyranoside/Nonidet assay;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1137637;1;Scientific Literature;Antimicrob Agents Chemother;2007.0;CHEMBL3308469;;;;26.2
CHEMBL1090252;;;353.41;0.0;3.92;23;O=[N+]([O-])c1ccccc1/C=N/Nc1ncnc2sc3c(c12)CCCC3;IC50;'>';25000.0;nM;;;;UO_0000065;;;;;0;CHEMBL1104481;Antitrypanosomal activity against Trypanosoma cruzi tulahuen C4 trypomastigotes infected in african green monkey Vero cells assessed as CPRG cleavage after 120 hrs by microplate reader;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;Vero;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1156236;1;Scientific Literature;Bioorg Med Chem;2010.0;CHEMBL3307520;;;;25.0
CHEMBL1090597;;;387.31;0.0;4.78;30;Brc1ccc(/C=N/Nc2ncnc3sc4c(c23)CCCC4)cc1;IC50;'=';20300.0;nM;4.69;;;UO_0000065;;;;;0;CHEMBL1104481;Antitrypanosomal activity against Trypanosoma cruzi tulahuen C4 trypomastigotes infected in african green monkey Vero cells assessed as CPRG cleavage after 120 hrs by microplate reader;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;Vero;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1156236;1;Scientific Literature;Bioorg Med Chem;2010.0;CHEMBL3307520;;;;20.3
CHEMBL1090368;;;288.42;0.0;4.16;36;CCC(CC)=NNc1ncnc2sc3c(c12)CCCC3;IC50;'=';20700.0;nM;4.68;;;UO_0000065;;;;;0;CHEMBL1104481;Antitrypanosomal activity against Trypanosoma cruzi tulahuen C4 trypomastigotes infected in african green monkey Vero cells assessed as CPRG cleavage after 120 hrs by microplate reader;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;Vero;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1156236;1;Scientific Literature;Bioorg Med Chem;2010.0;CHEMBL3307520;;;;20.7
CHEMBL1091230;;;384.51;1.0;5.43;37;c1ccc(C(=NNc2ncnc3sc4c(c23)CCCC4)c2ccccc2)cc1;IC50;'>';25000.0;nM;;;;UO_0000065;;;;;0;CHEMBL1104481;Antitrypanosomal activity against Trypanosoma cruzi tulahuen C4 trypomastigotes infected in african green monkey Vero cells assessed as CPRG cleavage after 120 hrs by microplate reader;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;Vero;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1156236;1;Scientific Literature;Bioorg Med Chem;2010.0;CHEMBL3307520;;;;25.0
CHEMBL290960;NIFURTIMOX;4.0;287.3;0.0;0.64;Nifurtimox;CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1;IC50;'=';4500.0;nM;5.35;;;UO_0000065;;;;;0;CHEMBL1104481;Antitrypanosomal activity against Trypanosoma cruzi tulahuen C4 trypomastigotes infected in african green monkey Vero cells assessed as CPRG cleavage after 120 hrs by microplate reader;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;Vero;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1156236;1;Scientific Literature;Bioorg Med Chem;2010.0;CHEMBL3307520;;;;4.5
CHEMBL3133566;;;483.08;1.0;5.47;32;CCOC(=O)CSCCNC(=O)c1sc(SC(C)C)c(C#N)c1-c1ccc(Cl)cc1;IC50;;;;;;Not Active;;;;;;0;CHEMBL3136197;Antiparasitic activity against trypomastigote forms of Trypanosoma cruzi Tulahuen infected in L6 cells after 96 hrs by beta-galactosidase reporter assay;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL3132816;1;Scientific Literature;Medchemcomm;2013.0;CHEMBL3308469;;;;
CHEMBL3315018;;;262.26;0.0;3.23;94;Cc1ccnc(NC(=O)c2ccc(F)c(F)c2C)c1;IC50;'=';147000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL3371078;Antimicrobial activity against trypomastigote form of Trypanosoma cruzi Tulahuen C2C4 infected in rat L6 cells after 96 hrs by microscopic analysis;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL3352586;1;Scientific Literature;J Med Chem;2014.0;CHEMBL3308469;;;;147.0
CHEMBL3764227;;;246.35;0.0;4.34;"1; LINS03001";CCCCCCCC(=O)/C=C/c1ccc(O)cc1;IC50;'=';11800.0;nM;4.93;;;UO_0000065;;;;;0;CHEMBL3769072;Antiparasitic activity against trypomastigote stage of Trypanosoma cruzi Y assessed as parasite viability after 24 hrs by MTT assay;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL3763101;1;Scientific Literature;Bioorg Med Chem Lett;2016.0;;;;;11.8
CHEMBL3765571;;;179.26;0.0;2.28;"8; LINS03008";CCCCNCc1ccc(O)cc1;IC50;;;;;;Not Active;;;;;;0;CHEMBL3769072;Antiparasitic activity against trypomastigote stage of Trypanosoma cruzi Y assessed as parasite viability after 24 hrs by MTT assay;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL3763101;1;Scientific Literature;Bioorg Med Chem Lett;2016.0;;;;;
CHEMBL1077544;BATZELLADINE L;;653.01;2.0;7.7;14;CCCCCCCCC[C@@H]1C[C@@H]2CC[C@H]3[C@@H](C(=O)OC(C)CCCCCCC[C@@H]4C[C@@H]5CC[C@@H]6C[C@H](C)NC(=N4)N65)[C@@H](C)N=C(N1)N23;IC50;'=';2000.0;nM;5.7;;;UO_0000065;;;;;0;CHEMBL3583586;Antitrypanosomal activity against trypomastigote stage of Trypanosoma cruzi Y assessed as inhibition of cell viability after 24 hrs by MTT assay;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL3580607;1;Scientific Literature;J Nat Prod;2015.0;;;;;2.0
CHEMBL3581921;;;624.96;2.0;6.92;13;CCCCCCC[C@@H]1C[C@@H]2CC[C@H]3[C@@H](C(=O)O[C@H](C)CCCCCCC[C@@H]4C[C@@H]5CC[C@@H]6C[C@H](C)N=C(N4)N65)[C@@H](C)N=C(N1)N23;IC50;'=';5000.0;nM;5.3;;;UO_0000065;;;;;0;CHEMBL3583586;Antitrypanosomal activity against trypomastigote stage of Trypanosoma cruzi Y assessed as inhibition of cell viability after 24 hrs by MTT assay;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL3580607;1;Scientific Literature;J Nat Prod;2015.0;;;;;5.0
CHEMBL475844;;;361.37;0.0;4.15;23;CCn1cc(C(=O)O)c(=O)c2cc(F)c(Sc3ccccc3)c(F)c21;IC50;'=';34.6;ug.mL-1;;;;UO_0000274;;;;;0;CHEMBL1024634;Antitrypanosomal activity against trypomastigotes of Trypanosoma cruzi Tulahuen C2C4 containing lacZ gene in rat L6 cells after 4 days;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1141026;1;Scientific Literature;Bioorg Med Chem Lett;2009.0;CHEMBL3308469;;;;34.6
CHEMBL475596;;;479.6;1.0;6.78;8;CCn1cc(C(=O)O)c(=O)c2cc(F)c(Sc3ccc(C)cc3)c(Sc3ccc(C)cc3)c21;IC50;'=';52.7;ug.mL-1;;Outside typical range;;UO_0000274;;;;;0;CHEMBL1024634;Antitrypanosomal activity against trypomastigotes of Trypanosoma cruzi Tulahuen C2C4 containing lacZ gene in rat L6 cells after 4 days;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;L6;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1141026;1;Scientific Literature;Bioorg Med Chem Lett;2009.0;CHEMBL3308469;;;;52.7
CHEMBL225432;;;520.55;2.0;5.47;6p;CCOc1ccc(-c2cc(C(=O)N/N=C\c3ccc([N+](=O)[O-])cc3)c3c(C)nn(-c4ccccc4)c3n2)cc1;IC50;'=';1179.0;ug.mL-1;;Outside typical range;;UO_0000274;;;;;0;CHEMBL919193;Antiparasitic activity against Trypanosoma cruzei Y blood stream trypomastigotes;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1144515;1;Scientific Literature;Bioorg Med Chem;2007.0;;;;;1179.0
CHEMBL387649;;;481.94;1.0;5.52;6i;Cc1nn(-c2ccccc2)c2nc(-c3ccc(Cl)cc3)cc(C(=O)N/N=C\c3ccc(O)cc3)c12;IC50;'=';71.8;ug.mL-1;;Outside typical range;;UO_0000274;;;;;0;CHEMBL919193;Antiparasitic activity against Trypanosoma cruzei Y blood stream trypomastigotes;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1144515;1;Scientific Literature;Bioorg Med Chem;2007.0;;;;;71.8
CHEMBL224512;;;368.4;0.0;2.87;5c;Cc1nn(-c2ccccc2)c2nc(-c3ccc(C#N)cc3)cc(C(=O)NN)c12;IC50;'=';341.2;ug.mL-1;;Outside typical range;;UO_0000274;;;;;0;CHEMBL919193;Antiparasitic activity against Trypanosoma cruzei Y blood stream trypomastigotes;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1144515;1;Scientific Literature;Bioorg Med Chem;2007.0;;;;;341.2
CHEMBL252039;;;419.34;1.0;2.11;9;Cn1c([N+](=O)[O-])cnc1-c1nnc(N/N=C/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])s1;IC50;'=';330200.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL926160;Trypanocidal activity against Trypanosoma cruzi Y trypomastigotes assessed as parasite lysis;F;BAO_0000218;organism-based format;Trypanosoma cruzi;;;;;;;;CHEMBL368;Trypanosoma cruzi;Trypanosoma cruzi;ORGANISM;CHEMBL1140757;1;Scientific Literature;Bioorg Med Chem;2008.0;;;;;330.2
